theme_term,synonym,theme_name,context,Framework
landscape,landscape,synergy,planning or coordination through a landscape stakeholder platform and or a,UNCCD-ILM.pdf
landscape,landscape,synergy,stakeholder platform and or a landscape investment facilitator shames and scherr,UNCCD-ILM.pdf
integrated,landscape,synergy,shames and scherr 2015 financing integrated landscape investments presents several unique,UNCCD-ILM.pdf
landscape,integrated,synergy,and scherr 2015 financing integrated landscape investments presents several unique challenges,UNCCD-ILM.pdf
landscape,decision-making,participation,however beginning to emerge incorporating landscape criteria into investment decision making,UNCCD-ILM.pdf
decision-making,landscape,synergy,incorporating landscape criteria into investment decision making this can be accomplished through,UNCCD-ILM.pdf
sustainable,integrated,synergy,as via active targeting of sustainable land use and integrated landscape,UNCCD-ILM.pdf
sustainable,landscape,synergy,as via active targeting of sustainable land use and integrated landscape,UNCCD-ILM.pdf
integrated,landscape,synergy,of sustainable land use and integrated landscape investments mechanisms to reduce,UNCCD-ILM.pdf
integrated,sustainable,input reduction,of sustainable land use and integrated landscape investments mechanisms to reduce,UNCCD-ILM.pdf
landscape,integrated,synergy,sustainable land use and integrated landscape investments mechanisms to reduce investment,UNCCD-ILM.pdf
landscape,sustainable,input reduction,sustainable land use and integrated landscape investments mechanisms to reduce investment,UNCCD-ILM.pdf
traditional,traditional,social values and diets,unique to ilm compared to traditional land based investments these mechanisms,UNCCD-ILM.pdf
traditional,traditional,connectivity,unique to ilm compared to traditional land based investments these mechanisms,UNCCD-ILM.pdf
traditional,traditional,connectivity,unique to ilm compared to traditional land based investments these mechanisms,UNCCD-ILM.pdf
traditional,traditional,co-creation of knowledge,unique to ilm compared to traditional land based investments these mechanisms,UNCCD-ILM.pdf
traditional,traditional,social values and diets,unique to ilm compared to traditional land based investments these mechanisms,UNCCD-ILM.pdf
traditional,traditional,co-creation of knowledge,unique to ilm compared to traditional land based investments these mechanisms,UNCCD-ILM.pdf
sustainable,value chains,economic diversification,designed to track impacts for sustainable land use and value chains,UNCCD-ILM.pdf
value chains,landscape,synergy,for sustainable land use and value chains can be geared toward landscape,UNCCD-ILM.pdf
value chains,sustainable,input reduction,for sustainable land use and value chains can be geared toward landscape,UNCCD-ILM.pdf
landscape,value chains,economic diversification,chains can be geared toward landscape assessments other systems are being,UNCCD-ILM.pdf
integrated,landscape,synergy,next steps toward scaling up integrated landscape management ilm is an,UNCCD-ILM.pdf
landscape,inclusive,participation,steps toward scaling up integrated landscape management ilm is an innovative,UNCCD-ILM.pdf
landscape,integrated,synergy,steps toward scaling up integrated landscape management ilm is an innovative,UNCCD-ILM.pdf
inclusive,participatory,participation,management ilm is an innovative inclusive and highly participatory management strategy,UNCCD-ILM.pdf
inclusive,landscape,synergy,management ilm is an innovative inclusive and highly participatory management strategy,UNCCD-ILM.pdf
participatory,inclusive,participation,an innovative inclusive and highly participatory management strategy that can adapt,UNCCD-ILM.pdf
ownership,landscape,synergy,local actors to have more ownership of landscape investments these allocations,UNCCD-ILM.pdf
landscape,ownership,participation,to have more ownership of landscape investments these allocations can also,UNCCD-ILM.pdf
working,integrated,synergy,2015 unccd global land outlook working paper integrated landscape management 13,UNCCD-ILM.pdf
working,landscape,synergy,2015 unccd global land outlook working paper integrated landscape management 13,UNCCD-ILM.pdf
integrated,landscape,synergy,global land outlook working paper integrated landscape management 13,UNCCD-ILM.pdf
integrated,working,connectivity,global land outlook working paper integrated landscape management 13,UNCCD-ILM.pdf
landscape,integrated,synergy,land outlook working paper integrated landscape management 13,UNCCD-ILM.pdf
landscape,working,connectivity,land outlook working paper integrated landscape management 13,UNCCD-ILM.pdf
social,economic,economic diversification,populations to endure and overcome social economic and environmental shocks and,UNCCD-ILM.pdf
economic,landscape,synergy,to endure and overcome social economic and environmental shocks and stresses,UNCCD-ILM.pdf
economic,social,social values and diets,to endure and overcome social economic and environmental shocks and stresses,UNCCD-ILM.pdf
landscape,economic,economic diversification,and environmental shocks and stresses landscape planning incorporates all voices including,UNCCD-ILM.pdf
inclusive,economic,economic diversification,as a central feature in inclusive green growth economic development models,UNCCD-ILM.pdf
inclusive,economic,economic diversification,as a central feature in inclusive green growth economic development models,UNCCD-ILM.pdf
economic,economic,economic diversification,feature in inclusive green growth economic development models economic growth is,UNCCD-ILM.pdf
economic,inclusive,participation,feature in inclusive green growth economic development models economic growth is,UNCCD-ILM.pdf
economic,economic,economic diversification,green growth economic development models economic growth is a critical objective,UNCCD-ILM.pdf
economic,inclusive,participation,green growth economic development models economic growth is a critical objective,UNCCD-ILM.pdf
economic,inclusive,participation,business as usual model of economic growth and to embrace inclusive,UNCCD-ILM.pdf
inclusive,inclusive,participation,economic growth and to embrace inclusive green growth the inclusive green,UNCCD-ILM.pdf
inclusive,economic,economic diversification,economic growth and to embrace inclusive green growth the inclusive green,UNCCD-ILM.pdf
inclusive,integrated,synergy,embrace inclusive green growth the inclusive green growth model is an,UNCCD-ILM.pdf
inclusive,inclusive,participation,embrace inclusive green growth the inclusive green growth model is an,UNCCD-ILM.pdf
integrated,inclusive,participation,green growth model is an integrated strategy for accelerating economically socially,UNCCD-ILM.pdf
sustainable,inclusive,participation,accelerating economically socially and environmentally sustainable development inclusive green growth describes,UNCCD-ILM.pdf
inclusive,sustainable,input reduction,socially and environmentally sustainable development inclusive green growth describes a path,UNCCD-ILM.pdf
landscape,stewardship,synergy,the science and practice of landscape stewardship to be published by,UNCCD-ILM.pdf
stewardship,landscape,synergy,science and practice of landscape stewardship to be published by cambridge,UNCCD-ILM.pdf
sustainable,landscape,synergy,m c forthcoming moving towards sustainable development through landscape partnerships yaounde,UNCCD-ILM.pdf
landscape,forest,biodiversity,moving towards sustainable development through landscape partnerships yaounde african model forest,UNCCD-ILM.pdf
landscape,sustainable,input reduction,moving towards sustainable development through landscape partnerships yaounde african model forest,UNCCD-ILM.pdf
forest,landscape,synergy,landscape partnerships yaounde african model forest network denier l scherr s,UNCCD-ILM.pdf
landscape,integrated,synergy,canopy programme desta g 2015 landscape scoping for integrated landscape management,UNCCD-ILM.pdf
landscape,landscape,synergy,canopy programme desta g 2015 landscape scoping for integrated landscape management,UNCCD-ILM.pdf
integrated,landscape,synergy,g 2015 landscape scoping for integrated landscape management in ethiopia actors,UNCCD-ILM.pdf
integrated,landscape,synergy,g 2015 landscape scoping for integrated landscape management in ethiopia actors,UNCCD-ILM.pdf
landscape,integrated,synergy,2015 landscape scoping for integrated landscape management in ethiopia actors dialogue,UNCCD-ILM.pdf
landscape,landscape,synergy,2015 landscape scoping for integrated landscape management in ethiopia actors dialogue,UNCCD-ILM.pdf
integrated,landscape,synergy,and milder j c 2014 integrated landscape management for agriculture rural,UNCCD-ILM.pdf
landscape,integrated,synergy,milder j c 2014 integrated landscape management for agriculture rural livelihoods,UNCCD-ILM.pdf
ecosystem,conservation,input reduction,for agriculture rural livelihoods and ecosystem conservation an assessment of experience,UNCCD-ILM.pdf
conservation,ecosystem,synergy,agriculture rural livelihoods and ecosystem conservation an assessment of experience from,UNCCD-ILM.pdf
forest,landscape,synergy,1 11 fao 2016 the forest and landscape restoration mechanism flrm,UNCCD-ILM.pdf
landscape,forest,biodiversity,fao 2016 the forest and landscape restoration mechanism flrm http www,UNCCD-ILM.pdf
forest,landscape,synergy,http www fao org inaction forest landscape restoration mechanism activities national,UNCCD-ILM.pdf
landscape,forest,biodiversity,www fao org inaction forest landscape restoration mechanism activities national rwanda,UNCCD-ILM.pdf
integrated,landscape,synergy,hart a plieninger t 2016 integrated landscape initiatives in europe multi,UNCCD-ILM.pdf
landscape,integrated,synergy,a plieninger t 2016 integrated landscape initiatives in europe multi sector,UNCCD-ILM.pdf
integrated,landscape,synergy,a marketing approach to support integrated landscape management framework document for,UNCCD-ILM.pdf
integrated,landscape,synergy,a marketing approach to support integrated landscape management framework document for,UNCCD-ILM.pdf
landscape,landscape,synergy,marketing approach to support integrated landscape management framework document for landscape,UNCCD-ILM.pdf
landscape,integrated,synergy,marketing approach to support integrated landscape management framework document for landscape,UNCCD-ILM.pdf
landscape,landscape,synergy,landscape management framework document for landscape leaders washington dc ecoagriculture partners,UNCCD-ILM.pdf
landscape,integrated,synergy,landscape management framework document for landscape leaders washington dc ecoagriculture partners,UNCCD-ILM.pdf
working,integrated,synergy,org unccd global land outlook working paper integrated landscape management 14,UNCCD-ILM.pdf
working,landscape,synergy,org unccd global land outlook working paper integrated landscape management 14,UNCCD-ILM.pdf
integrated,landscape,synergy,global land outlook working paper integrated landscape management 14,UNCCD-ILM.pdf
integrated,working,connectivity,global land outlook working paper integrated landscape management 14,UNCCD-ILM.pdf
landscape,integrated,synergy,land outlook working paper integrated landscape management 14,UNCCD-ILM.pdf
landscape,working,connectivity,land outlook working paper integrated landscape management 14,UNCCD-ILM.pdf
landscape,sustainable,input reduction,l gross 2013 reducing risk landscape approaches to sustainable sourcing washington,UNCCD-ILM.pdf
sustainable,landscape,synergy,reducing risk landscape approaches to sustainable sourcing washington d c ecoagriculture,UNCCD-ILM.pdf
landscape,governance,participation,l willemen 2014 toward viable landscape governance systems what works washington,UNCCD-ILM.pdf
governance,landscape,synergy,willemen 2014 toward viable landscape governance systems what works washington dc,UNCCD-ILM.pdf
integrated,landscape,synergy,j and zaleski c 2014 integrated landscape initiatives for african agriculture,UNCCD-ILM.pdf
landscape,integrated,synergy,and zaleski c 2014 integrated landscape initiatives for african agriculture development,UNCCD-ILM.pdf
protection,protection,connectivity,to integrate productivity enhancement environmental protection and human development conservation ecology,UNCCD-ILM.pdf
protection,conservation,input reduction,to integrate productivity enhancement environmental protection and human development conservation ecology,UNCCD-ILM.pdf
protection,conservation,input reduction,to integrate productivity enhancement environmental protection and human development conservation ecology,UNCCD-ILM.pdf
protection,protection,fairness,to integrate productivity enhancement environmental protection and human development conservation ecology,UNCCD-ILM.pdf
conservation,protection,connectivity,environmental protection and human development conservation ecology 5 2 32 scherr,UNCCD-ILM.pdf
conservation,protection,fairness,environmental protection and human development conservation ecology 5 2 32 scherr,UNCCD-ILM.pdf
integrated,landscape,synergy,milder j c 2014 ecoagriculture integrated landscape management for people food,UNCCD-ILM.pdf
landscape,integrated,synergy,j c 2014 ecoagriculture integrated landscape management for people food and,UNCCD-ILM.pdf
integrated,landscape,synergy,2016 towards an approach to integrated landscape modeling for the sdgs,UNCCD-ILM.pdf
landscape,integrated,synergy,towards an approach to integrated landscape modeling for the sdgs prepared,UNCCD-ILM.pdf
integrated,landscape,synergy,2017 public policy guidelines for integrated landscape management washington dc ecoagriculture,UNCCD-ILM.pdf
landscape,integrated,synergy,public policy guidelines for integrated landscape management washington dc ecoagriculture partners,UNCCD-ILM.pdf
integrated,landscape,synergy,and friedman r 2013 defining integrated landscape management for policy makers,UNCCD-ILM.pdf
landscape,integrated,synergy,friedman r 2013 defining integrated landscape management for policy makers washington,UNCCD-ILM.pdf
integrated,landscape,synergy,up investment and finance for integrated landscape management challenges and innovations,UNCCD-ILM.pdf
landscape,integrated,synergy,investment and finance for integrated landscape management challenges and innovations washington,UNCCD-ILM.pdf
landscape,sustainable,input reduction,thaxton m et al 2015 landscape partnerships for sustainable development a,UNCCD-ILM.pdf
sustainable,landscape,synergy,al 2015 landscape partnerships for sustainable development a fundamental means of,UNCCD-ILM.pdf
integrated,forest,biodiversity,2001 negotiation support models for integrated natural resource management in tropical,UNCCD-ILM.pdf
forest,conservation,input reduction,natural resource management in tropical forest margins conservation biology 5 2,UNCCD-ILM.pdf
forest,integrated,synergy,natural resource management in tropical forest margins conservation biology 5 2,UNCCD-ILM.pdf
conservation,forest,biodiversity,management in tropical forest margins conservation biology 5 2 21 zanzanaini,UNCCD-ILM.pdf
integrated,landscape,synergy,f a j in review integrated landscape management for agriculture livelihoods,UNCCD-ILM.pdf
landscape,ecosystem,synergy,a j in review integrated landscape management for agriculture livelihoods and,UNCCD-ILM.pdf
landscape,integrated,synergy,a j in review integrated landscape management for agriculture livelihoods and,UNCCD-ILM.pdf
ecosystem,conservation,input reduction,management for agriculture livelihoods and ecosystem conservation an assessment of experience,UNCCD-ILM.pdf
ecosystem,landscape,synergy,management for agriculture livelihoods and ecosystem conservation an assessment of experience,UNCCD-ILM.pdf
conservation,ecosystem,synergy,for agriculture livelihoods and ecosystem conservation an assessment of experience from,UNCCD-ILM.pdf
working,integrated,synergy,planning unccd global land outlook working paper integrated landscape management 15,UNCCD-ILM.pdf
working,landscape,synergy,planning unccd global land outlook working paper integrated landscape management 15,UNCCD-ILM.pdf
integrated,landscape,synergy,global land outlook working paper integrated landscape management 15,UNCCD-ILM.pdf
integrated,working,connectivity,global land outlook working paper integrated landscape management 15,UNCCD-ILM.pdf
landscape,integrated,synergy,land outlook working paper integrated landscape management 15,UNCCD-ILM.pdf
landscape,working,connectivity,land outlook working paper integrated landscape management 15,UNCCD-ILM.pdf
economic,interactions,synergy,goal including biophysical and socio economic aspects and their interactions the,UNCCD-LDN.pdf
interactions,economic,economic diversification,socio economic aspects and their interactions the united nations convention to,UNCCD-LDN.pdf
quality,quality,connectivity,state whereby the amount and quality of land resources necessary to,UNCCD-LDN.pdf
quality,quality,fairness,state whereby the amount and quality of land resources necessary to,UNCCD-LDN.pdf
sustainable,ecosystem,synergy,are maintain or improve the sustainable delivery of ecosystem services maintain,UNCCD-LDN.pdf
ecosystem,sustainable,input reduction,improve the sustainable delivery of ecosystem services maintain or improve productivity,UNCCD-LDN.pdf
social,economic,economic diversification,land seek synergies with other social economic and environmental objectives and,UNCCD-LDN.pdf
economic,social,social values and diets,seek synergies with other social economic and environmental objectives and reinforce,UNCCD-LDN.pdf
inclusive,governance,participation,objectives and reinforce responsible and inclusive governance of land pursuit of,UNCCD-LDN.pdf
governance,inclusive,participation,and reinforce responsible and inclusive governance of land pursuit of ldn,UNCCD-LDN.pdf
sustainable,governance,participation,contribute to improved and more sustainable livelihoods a key issue for,UNCCD-LDN.pdf
governance,sustainable,input reduction,livelihoods a key issue for governance is the need for safeguards,UNCCD-LDN.pdf
governance,learning,co-creation of knowledge,incorporate existing local and regional governance structures learning is embedded throughout,UNCCD-LDN.pdf
learning,governance,participation,local and regional governance structures learning is embedded throughout the framework,UNCCD-LDN.pdf
knowledge,knowledge,connectivity,throughout the framework such that knowledge from monitoring is verified through,UNCCD-LDN.pdf
knowledge,knowledge,co-creation of knowledge,throughout the framework such that knowledge from monitoring is verified through,UNCCD-LDN.pdf
quality,quality,connectivity,state whereby the amount and quality of land resources necessary to,UNCCD-LDN.pdf
quality,quality,fairness,state whereby the amount and quality of land resources necessary to,UNCCD-LDN.pdf
social,economic,economic diversification,indicators 97 7 1 4 social and economic outcome indicators 98,UNCCD-LDN.pdf
economic,social,social values and diets,7 1 4 social and economic outcome indicators 98 7 2,UNCCD-LDN.pdf
integrated,sustainable,input reduction,effective implementation of ldn 66 integrated land use planning for sustainable,UNCCD-LDN.pdf
sustainable,integrated,synergy,integrated land use planning for sustainable development and ldn 79 conceptual,UNCCD-LDN.pdf
biological,diversity,biodiversity,of abbreviations cbd convention on biological diversity cop conference of the,UNCCD-LDN.pdf
diversity,biological,input reduction,abbreviations cbd convention on biological diversity cop conference of the parties,UNCCD-LDN.pdf
biodiversity,ecosystem,synergy,intergovernmental science policy platform on biodiversity and ecosystem services ipcc intergovernmental,UNCCD-LDN.pdf
ecosystem,biodiversity,biodiversity,policy platform on biodiversity and ecosystem services ipcc intergovernmental panel on,UNCCD-LDN.pdf
knowledge,knowledge,connectivity,climate change landpks land potential knowledge system lccs land cover classification,UNCCD-LDN.pdf
knowledge,knowledge,co-creation of knowledge,climate change landpks land potential knowledge system lccs land cover classification,UNCCD-LDN.pdf
sustainable,sustainable,input reduction,20 2012 un conference on sustainable development sdgs sustainable development goals,UNCCD-LDN.pdf
sustainable,sustainable,input reduction,conference on sustainable development sdgs sustainable development goals sfm sustainable forest,UNCCD-LDN.pdf
sustainable,forest,biodiversity,conference on sustainable development sdgs sustainable development goals sfm sustainable forest,UNCCD-LDN.pdf
sustainable,sustainable,input reduction,conference on sustainable development sdgs sustainable development goals sfm sustainable forest,UNCCD-LDN.pdf
sustainable,forest,biodiversity,sdgs sustainable development goals sfm sustainable forest management sharp self evaluation,UNCCD-LDN.pdf
sustainable,sustainable,input reduction,sdgs sustainable development goals sfm sustainable forest management sharp self evaluation,UNCCD-LDN.pdf
forest,sustainable,input reduction,sustainable development goals sfm sustainable forest management sharp self evaluation and,UNCCD-LDN.pdf
forest,sustainable,input reduction,sustainable development goals sfm sustainable forest management sharp self evaluation and,UNCCD-LDN.pdf
sustainable,sustainable,input reduction,is needed 12 12 sla sustainable livelihood analysis slm sustainable land,UNCCD-LDN.pdf
sustainable,sustainable,input reduction,sla sustainable livelihood analysis slm sustainable land management sme small and,UNCCD-LDN.pdf
governance,governance,participation,glossary of key terms associative governance a networked approach to governance,UNCCD-LDN.pdf
governance,governance,participation,governance a networked approach to governance that is based on mutual,UNCCD-LDN.pdf
ecosystem,ecosystem,synergy,that underpin the provision of ecosystem services ecosystem services the benefits,UNCCD-LDN.pdf
ecosystem,ecosystem,synergy,the provision of ecosystem services ecosystem services the benefits that people,UNCCD-LDN.pdf
nutritious,water,recycling,services such as supply of nutritious food and water b regulating,UNCCD-LDN.pdf
water,nutritious,social values and diets,supply of nutritious food and water b regulating services such as,UNCCD-LDN.pdf
nutrient cycling,cycling,recycling,d supporting services such as nutrient cycling that maintain the conditions for,UNCCD-LDN.pdf
nutrient cycling,conditions,connectivity,d supporting services such as nutrient cycling that maintain the conditions for,UNCCD-LDN.pdf
cycling,conditions,connectivity,supporting services such as nutrient cycling that maintain the conditions for,UNCCD-LDN.pdf
cycling,nutrient cycling,recycling,supporting services such as nutrient cycling that maintain the conditions for,UNCCD-LDN.pdf
conditions,cycling,recycling,nutrient cycling that maintain the conditions for life on earth adapted,UNCCD-LDN.pdf
conditions,nutrient cycling,recycling,nutrient cycling that maintain the conditions for life on earth adapted,UNCCD-LDN.pdf
economic,social,social values and diets,that seeks to balance the economic social and cultural opportunities provided,UNCCD-LDN.pdf
social,economic,economic diversification,seeks to balance the economic social and cultural opportunities provided by,UNCCD-LDN.pdf
quality,quality,connectivity,state whereby the amount and quality of land resources necessary to,UNCCD-LDN.pdf
quality,quality,fairness,state whereby the amount and quality of land resources necessary to,UNCCD-LDN.pdf
practices,practices,connectivity,unccd 2015a land management the practices applied in managing land resources,UNCCD-LDN.pdf
practices,practices,input reduction,unccd 2015a land management the practices applied in managing land resources,UNCCD-LDN.pdf
generate,ecosystem,synergy,of the land to sustainably generate ecosystem services unep 2016 which,UNCCD-LDN.pdf
ecosystem,generate,input reduction,the land to sustainably generate ecosystem services unep 2016 which reflects,UNCCD-LDN.pdf
recovery,ecosystem,synergy,the process of assisting the recovery of an ecosystem that has,UNCCD-LDN.pdf
ecosystem,recovery,recycling,assisting the recovery of an ecosystem that has been degraded society,UNCCD-LDN.pdf
quality,quality,connectivity,per capita demand for high quality nutritious food in addition to,UNCCD-LDN.pdf
quality,nutritious,social values and diets,per capita demand for high quality nutritious food in addition to,UNCCD-LDN.pdf
quality,nutritious,social values and diets,per capita demand for high quality nutritious food in addition to,UNCCD-LDN.pdf
quality,quality,fairness,per capita demand for high quality nutritious food in addition to,UNCCD-LDN.pdf
nutritious,quality,connectivity,capita demand for high quality nutritious food in addition to food,UNCCD-LDN.pdf
nutritious,quality,fairness,capita demand for high quality nutritious food in addition to food,UNCCD-LDN.pdf
water,governance,participation,vital ser vices particularly when water availability is reduced poor governance,UNCCD-LDN.pdf
governance,water,recycling,water availability is reduced poor governance of land tenure civil unrest,UNCCD-LDN.pdf
quality,quality,connectivity,state whereby the amount and quality of land resources nec essary,UNCCD-LDN.pdf
quality,quality,fairness,state whereby the amount and quality of land resources nec essary,UNCCD-LDN.pdf
learning,governance,participation,ldn interventions to achieve ldn learning and adaptive management governance chapter,UNCCD-LDN.pdf
governance,learning,co-creation of knowledge,ldn learning and adaptive management governance chapter 7 module e details,UNCCD-LDN.pdf
economic,integrated,synergy,potential degradation status resilience socio economic assess ments in support of,UNCCD-LDN.pdf
integrated,economic,economic diversification,assess ments in support of integrated land use planning interventions based,UNCCD-LDN.pdf
organic,learning,co-creation of knowledge,net primary productivity soc soil organic carbon nb learning is a,UNCCD-LDN.pdf
learning,relevant,social values and diets,soc soil organic carbon nb learning is a cross cutting theme,UNCCD-LDN.pdf
learning,organic,recycling,soc soil organic carbon nb learning is a cross cutting theme,UNCCD-LDN.pdf
relevant,learning,co-creation of knowledge,is a cross cutting theme relevant to all modules chapter 6,UNCCD-LDN.pdf
quality,quality,connectivity,achieved when the quantity and quality of land based natural capital,UNCCD-LDN.pdf
quality,quality,fairness,achieved when the quantity and quality of land based natural capital,UNCCD-LDN.pdf
quality,quality,connectivity,state whereby the amount and quality of land resources neces sary,UNCCD-LDN.pdf
quality,quality,fairness,state whereby the amount and quality of land resources neces sary,UNCCD-LDN.pdf
water,organic,recycling,through increasing avail ability of water nutrients organic matter can enhance,UNCCD-LDN.pdf
water,organic matter,soil health,through increasing avail ability of water nutrients organic matter can enhance,UNCCD-LDN.pdf
organic,organic matter,soil health,avail ability of water nutrients organic matter can enhance the resource,UNCCD-LDN.pdf
organic,water,recycling,avail ability of water nutrients organic matter can enhance the resource,UNCCD-LDN.pdf
organic matter,organic,recycling,avail ability of water nutrients organic matter can enhance the resource base,UNCCD-LDN.pdf
organic matter,water,recycling,avail ability of water nutrients organic matter can enhance the resource base,UNCCD-LDN.pdf
protection,protection,connectivity,related to food security environmental protection and the sustainable use of,UNCCD-LDN.pdf
protection,sustainable,input reduction,related to food security environmental protection and the sustainable use of,UNCCD-LDN.pdf
protection,sustainable,input reduction,related to food security environmental protection and the sustainable use of,UNCCD-LDN.pdf
protection,protection,fairness,related to food security environmental protection and the sustainable use of,UNCCD-LDN.pdf
sustainable,protection,connectivity,security environmental protection and the sustainable use of natural resources and,UNCCD-LDN.pdf
sustainable,protection,fairness,security environmental protection and the sustainable use of natural resources and,UNCCD-LDN.pdf
water,conservation,input reduction,car bon sequestration regulation of water supply conservation of agro biodiversity,UNCCD-LDN.pdf
water,biodiversity,biodiversity,car bon sequestration regulation of water supply conservation of agro biodiversity,UNCCD-LDN.pdf
conservation,biodiversity,biodiversity,sequestration regulation of water supply conservation of agro biodiversity and cultural,UNCCD-LDN.pdf
conservation,heritage,social values and diets,sequestration regulation of water supply conservation of agro biodiversity and cultural,UNCCD-LDN.pdf
conservation,water,recycling,sequestration regulation of water supply conservation of agro biodiversity and cultural,UNCCD-LDN.pdf
biodiversity,heritage,social values and diets,water supply conservation of agro biodiversity and cultural heritage i maintain,UNCCD-LDN.pdf
biodiversity,conservation,input reduction,water supply conservation of agro biodiversity and cultural heritage i maintain,UNCCD-LDN.pdf
biodiversity,water,recycling,water supply conservation of agro biodiversity and cultural heritage i maintain,UNCCD-LDN.pdf
heritage,biodiversity,biodiversity,of agro biodiversity and cultural heritage i maintain or improve productivity,UNCCD-LDN.pdf
heritage,conservation,input reduction,of agro biodiversity and cultural heritage i maintain or improve productivity,UNCCD-LDN.pdf
quality,quality,connectivity,threatened by decline in soil quality the loss of prime agricul,UNCCD-LDN.pdf
quality,quality,fairness,threatened by decline in soil quality the loss of prime agricul,UNCCD-LDN.pdf
ecosystem,biodiversity,biodiversity,does not attempt to quantify ecosystem ser vices associated with biodiversity,UNCCD-LDN.pdf
biodiversity,conservation,input reduction,ecosystem ser vices associated with biodiversity in systems managed for conservation,UNCCD-LDN.pdf
biodiversity,ecosystem,synergy,ecosystem ser vices associated with biodiversity in systems managed for conservation,UNCCD-LDN.pdf
conservation,biodiversity,biodiversity,biodiversity in systems managed for conservation as these are addressed elsewhere,UNCCD-LDN.pdf
biodiversity,sustainable,input reduction,simultaneously contribute to climate change biodiversity and sustain able development objectives,UNCCD-LDN.pdf
sustainable,practices,input reduction,and sustain able development objectives sustainable land management slm practices and,UNCCD-LDN.pdf
sustainable,practices,connectivity,and sustain able development objectives sustainable land management slm practices and,UNCCD-LDN.pdf
sustainable,biodiversity,biodiversity,and sustain able development objectives sustainable land management slm practices and,UNCCD-LDN.pdf
practices,practices,connectivity,objectives sustainable land management slm practices and land restoration can reduce,UNCCD-LDN.pdf
practices,sustainable,input reduction,objectives sustainable land management slm practices and land restoration can reduce,UNCCD-LDN.pdf
practices,practices,input reduction,objectives sustainable land management slm practices and land restoration can reduce,UNCCD-LDN.pdf
practices,sustainable,input reduction,objectives sustainable land management slm practices and land restoration can reduce,UNCCD-LDN.pdf
water,efficiency,input reduction,carbon improve soil fertil ity water use efficiency above and below,UNCCD-LDN.pdf
efficiency,biodiversity,biodiversity,soil fertil ity water use efficiency above and below ground biodiversity,UNCCD-LDN.pdf
efficiency,water,recycling,soil fertil ity water use efficiency above and below ground biodiversity,UNCCD-LDN.pdf
biodiversity,efficiency,input reduction,efficiency above and below ground biodiversity and land productivity thus provide,UNCCD-LDN.pdf
inclusive,governance,participation,objectives 3 reinforce responsible and inclusive governance of land govern land,UNCCD-LDN.pdf
governance,inclusive,participation,3 reinforce responsible and inclusive governance of land govern land for,UNCCD-LDN.pdf
rights,marginalized,participation,protec tion of land tenure rights of vulnerable and marginalized people,UNCCD-LDN.pdf
marginalized,rights,connectivity,tenure rights of vulnerable and marginalized people recognizing that the scope,UNCCD-LDN.pdf
equitable,equitable,connectivity,current land users in an equitable and responsible way and provides,UNCCD-LDN.pdf
equitable,equitable,participation,current land users in an equitable and responsible way and provides,UNCCD-LDN.pdf
equitable,equitable,participation,current land users in an equitable and responsible way and provides,UNCCD-LDN.pdf
equitable,equitable,fairness,current land users in an equitable and responsible way and provides,UNCCD-LDN.pdf
equitable,equitable,connectivity,current land users in an equitable and responsible way and provides,UNCCD-LDN.pdf
equitable,equitable,fairness,current land users in an equitable and responsible way and provides,UNCCD-LDN.pdf
social,economic,economic diversification,are trade offs among other social economic and environmental objectives while,UNCCD-LDN.pdf
economic,social,social values and diets,trade offs among other social economic and environmental objectives while protecting,UNCCD-LDN.pdf
rights,marginalized,participation,objectives while protecting land tenure rights particularly among vulnerable and marginalized,UNCCD-LDN.pdf
marginalized,rights,connectivity,rights particularly among vulnerable and marginalized people this framework is designed,UNCCD-LDN.pdf
practices,practices,connectivity,urban and unsustainable land management practices in turn land use and,UNCCD-LDN.pdf
practices,practices,input reduction,urban and unsustainable land management practices in turn land use and,UNCCD-LDN.pdf
quality,quality,connectivity,achieved when the quantity and quality of land based natural capital,UNCCD-LDN.pdf
quality,quality,fairness,achieved when the quantity and quality of land based natural capital,UNCCD-LDN.pdf
quality,quality,connectivity,achieved when the quantity and quality of land based natural capital,UNCCD-LDN.pdf
quality,quality,fairness,achieved when the quantity and quality of land based natural capital,UNCCD-LDN.pdf
indigenous,economic,economic diversification,especially small scale farmers and indigenous populations to derive economic benefit,UNCCD-LDN.pdf
economic,indigenous,connectivity,and indigenous populations to derive economic benefit and support livelihoods from,UNCCD-LDN.pdf
healthy,ecosystem,synergy,human well being food security healthy ecosystems land based ecosystem functioning,UNCCD-LDN.pdf
ecosystem,ecosystem,synergy,security healthy ecosystems land based ecosystem functioning land based ecosystem services,UNCCD-LDN.pdf
ecosystem,healthy,social values and diets,security healthy ecosystems land based ecosystem functioning land based ecosystem services,UNCCD-LDN.pdf
ecosystem,ecosystem,synergy,based ecosystem functioning land based ecosystem services and related benefits costs,UNCCD-LDN.pdf
ecosystem,biodiversity,biodiversity,metric examples mapped to specific ecosystem services biodiversity biodiversity c onservation,UNCCD-LDN.pdf
ecosystem,biodiversity,biodiversity,metric examples mapped to specific ecosystem services biodiversity biodiversity c onservation,UNCCD-LDN.pdf
biodiversity,biodiversity,biodiversity,mapped to specific ecosystem services biodiversity biodiversity c onservation soil biodiversity,UNCCD-LDN.pdf
